stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,17,0,0,2,5,91,1,16
72hpf,0,17.76,0.28,0,0,0.28,2.82,0,1.97
22Month,0,0,0,0.82,0,0,0,0,0
