stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,4,0,0,2,0
72hpf,2.25,0,0,0,0
21Day,1.11,0.37,0,0.37,0.37
3Month,1.25,0,0.21,0,0
22Month,0.68,0,0.55,0,0
