stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,1
72hpf,0,0,0,0,2.82,0,0.28
21Day,0.74,0,0.74,0,7.77,1.11,0.37
3Month,1.04,0,0,0,0,0,0.1
22Month,0.96,0.14,0.27,0.14,0,0,0.14
