stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,2.25,0,0,0
21Day,0,0.37,0,0.37,0,0,0
3Month,1.98,0,0.21,0.1,0,0.1,0
22Month,11.21,0,1.5,0.27,0.27,0.14,0.82
