stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,1,0,0,0,0,0
72hpf,0,18.04,0.28,0,0.28,0.56,0.28
21Day,0,22.2,0.37,0,0.74,0,0
3Month,0.21,0.62,0,0.1,0.1,0.1,0
22Month,0,0.14,0,0,0,0,0
