stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,1,0,0,4,0,1,0,0
72hpf,0,0.56,0,0,1.41,0,0.56,0.56,0.85
21Day,0,4.44,0.37,0,5.55,0.37,1.11,0.74,1.48
3Month,0.21,5.41,0,0.1,4.06,1.04,0.31,0.62,0.62
22Month,0,0.68,0,0,1.5,0,0,0.14,0
