stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,1,0,0,0
72hpf,0,0.28,0,0.28,5.07,0,0.28,0
21Day,0,0,0.37,0,2.59,0,0.37,0
3Month,0,4.16,4.47,0.52,0.1,0,1.14,0.42
22Month,0.41,8.06,3.55,1.5,0.14,0.14,0.96,0.41
