stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,3,0,0,1,3,124,0,14
72hpf,0.28,1.13,0.56,0,1.41,0,29.31,0,6.2
21Day,0,2.96,1.11,0,4.07,3.33,9.99,0.74,2.59
3Month,0.42,32.14,0.1,52.22,8.84,6.55,2.29,0.52,3.02
22Month,0.41,15.71,0,4.37,13.25,3.96,1.78,0.41,0.55
