stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,2,0,4,1,24,4
72hpf,1.97,0.28,1.97,0,10.71,2.25
21Day,0.37,0,3.33,0.37,0.37,1.11
3Month,0,0,0.21,0,0,0
22Month,0,0,1.78,0,0,0.14
