stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,5,0,0,2
72hpf,0,0,0,0.28,0.85,0,0,1.69
21Day,0,0,0,0.37,0.37,0,0,5.92
3Month,1.77,3.64,2.08,0,0,0,0.21,0.83
22Month,8.47,5.6,1.23,0.14,0.14,10.11,0.27,0.55
