stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,7,2
72hpf,0.28,1.41,0,0,3.1,1.41
21Day,0,1.48,0.37,0.37,2.59,2.59
