stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,0
72hpf,0,0,0,1.41,0,0.28
21Day,0,0,0,2.22,0.37,0.74
3Month,0.31,0.21,0.1,0.1,0.1,0.1
22Month,0,0.27,0,0.14,0,0
