stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,2,0,2,0,3,0,4
72hpf,0,1.41,0,0.28,0,0.28,0,3.1
21Day,0,0.37,0,0,0,0,0.74,2.59
3Month,0.42,1.87,0.1,6.97,0.1,0.1,0.31,1.25
22Month,0.14,0.96,0,0.41,0.27,0,0,0.27
