stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,7,95,1,0,180,3,483,7,0,59
72hpf,6.76,147.12,6.48,0,31,7.89,178.13,1.41,1.13,88.5
21Day,3.33,118.77,15.91,0.74,48.84,11.1,51.43,0,6.66,71.78
3Month,14.67,648.23,3.12,56.59,289.38,23.3,12.17,1.04,19.14,74.48
22Month,9.57,408.86,1.64,10.93,313.88,6.42,10.11,15.85,9.16,36.35
