stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,0,0.28,0,0,0,10.43,0,0.56
21Day,0,0.37,0.37,0,0,0.37,3.7,0,0
3Month,0,0.52,0,0.94,0,0,0,0,0.21
22Month,0.14,5.19,0,0,1.5,0,0,0.55,0.41
