stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,0,2,0
72hpf,0,0.85,0,0,1.41,0.28
21Day,0,0.37,0,0,1.48,0.74
3Month,0,1.46,0.83,0.1,0.1,0.1
22Month,0,0.82,0.27,0.14,0,0
