stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,1,0,1
72hpf,0,0.28,0,0,0,5.07,0,0.28
21Day,0,0.74,0,0,0.37,1.11,0,0
3Month,0.1,4.47,62.2,0.73,0.31,0.83,0.1,0.31
22Month,0,0.96,0,0.14,0,0.82,0,0.14
