stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,4,1,2
72hpf,1.13,0,0,0.28,5.36,0.85,0.28
21Day,1.48,0,0,0.37,2.59,1.11,1.11
3Month,8.11,26.63,0.83,0.1,1.14,3.02,2.5
22Month,2.73,0.82,0.27,0.14,0.14,2.32,0.82
