stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,2,10,0
72hpf,0,0,0.28,0.85,0,0.28
21Day,0.37,0.37,0,0,0,2.22
3Month,0.42,0,0,0,0,0
22Month,0.27,0,0,0,0,0
