stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0,0,0,0,0.28,0.56,0,0
21Day,0,0,0,0,0,0.74,0,0
3Month,0.1,1.77,0.31,0.73,0,0.21,0,0.1
22Month,0,3.55,0.41,2.6,0.14,0.55,0.41,0.55
