stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,5,6,0,0,4
72hpf,0.28,1.13,0.85,0,0.28,4.79,0,0.28,0.56
21Day,0,1.85,0,0,0.74,1.11,0,0,1.48
3Month,0,0.21,0,0.21,0.31,0,0,0,0
22Month,0,4.24,0.14,0,0.96,0,0.41,0,0
