stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0,0
72hpf,0,0.28,0,0,0,0.85,0,0,1.69
21Day,0,18.87,0.37,0,2.22,1.48,0,0,0.37
3Month,0.21,25.38,0,0.52,1.25,0.21,0,0.1,0.52
22Month,0.14,7.24,0,0.27,0.41,0.14,0.41,0,0.14
