stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,2,0,0,0,8,0,0
72hpf,0.28,0,0,0,5.36,0.28,1.41
21Day,1.11,1.48,1.11,0.37,4.44,0,1.11
3Month,0.42,0,0,0,0,0,0
