stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0.85,0.28,0,0
21Day,0.74,0,0.37,0.74,0.37,0,0
3Month,1.14,3.54,0.1,0,0.1,0.21,0.21
22Month,0.41,0,0,0,0,0,0
