stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0.28,0.28,0,0,0,0,0,0
21Day,0,2.96,0,0,0.74,0,0.37,0,0
3Month,0,7.49,0.1,0.42,1.04,0.21,0,0.1,0.21
22Month,0.27,4.24,0.14,0.55,1.37,0.27,0.14,0,0.27
