stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0,0,1.69,0,0.28
21Day,0,1.85,0,0,4.44,0.37,0.37
3Month,0,0.21,0,0,0,0,0.1
22Month,0.14,3.14,0.14,0.55,0,0.14,0.82
