stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,0,3,0
72hpf,0.28,0,0,0.28,0,2.25,1.41
21Day,0,1.11,0,0,0.37,1.85,0
3Month,0.1,0,0.62,0,0,0.1,0.1
