stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0.28,0,0
3Month,1.46,0.1,0,0.21,0,0.1,0.1
22Month,0.96,0,0.14,0,0,0,0
