stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,7,0,0
72hpf,0,0,0,0,0,1.69,0,0.85
21Day,0,0,0.37,0,0,3.33,0.37,0.37
3Month,0.1,0.1,0,0.1,0.21,0,0,0
22Month,0.41,2.19,0,0,0.41,0.27,0,0
