stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,1,0,2,0,0,0
72hpf,0.28,3.1,0.28,0,0.56,14.66,0.28,0.28,3.38
21Day,0.37,1.85,0.37,0.74,0.74,3.7,0,0.74,4.44
