stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,1.41,0,0,0.85,0
21Day,0.37,0.74,0,0,0.74,0.37
3Month,0,0.21,0.1,0.21,0.1,0
