stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,0,4,1
72hpf,0.28,0.28,0,0,0.28,5.36,1.69
21Day,0.74,0,0,1.11,0,2.59,1.48
3Month,0.21,0,0.31,0,0.1,0,0
22Month,0,0,0,0.55,0,0,0
