stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,1,0,4,0,0
72hpf,0,0,0,0,0.28,1.41,0,0.56
21Day,0,0.37,0,0,0,1.11,0,0.74
3Month,0,0.31,1.66,0.1,0,0,0,0
22Month,0.14,0.27,0.41,0.27,0,0,0.14,0
