stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,0,3,0
72hpf,1.13,25.37,8.74,2.54,3.1,104.57,0.56,13.81,27.34
21Day,1.48,42.18,17.76,17.76,8.51,40.7,0,12.95,29.97
