stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,2,0,1,11,1
72hpf,0,0,0,0,6.2,0.28
21Day,0,0.37,0,0.74,0.37,0.37
3Month,0,0.52,0.73,0.52,0,0
22Month,0.27,3.01,3.55,0,0,0.55
