stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,12,0,0,7,4,46,0,0,0
72hpf,3.95,18.88,2.82,0.28,5.64,4.51,20.01,0,0.56,17.19
21Day,1.11,15.91,8.51,0,39.59,4.07,9.25,0,3.33,11.47
3Month,11.55,188.89,5.93,42.33,295.41,17.06,2.6,0.21,5.41,22.36
22Month,15.3,190.76,5.74,9.02,393.14,4.78,4.51,11.07,2.19,12.71
