stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,1,0,0,0,0,4,0,0,0
72hpf,0,0,0,0,0.28,4.23,0,0,1.41
21Day,0.74,1.48,0,1.85,0.37,2.22,0,0,4.81
3Month,1.98,0,5.51,0.62,0.1,0,0,0.21,0.52
22Month,0.68,0,0,0.27,0,0,0.14,0,0.27
