stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,9,0,2
72hpf,0,0.85,0,0,0.28,0.28,0,0.85
21Day,0,1.85,0,0,1.11,0.74,0.37,1.48
3Month,0.1,3.02,0.1,0.1,0,0,0.1,0.31
22Month,0,0.55,0,0,0,0,0,0.14
