stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,2,0,0,0,15,0,2
72hpf,0.56,0,0,0,0.56,0,0.28
21Day,4.44,0,0,0.37,0.74,0,0.74
3Month,3.33,8.63,0.94,0.42,0.1,0,0.21
22Month,9.43,0.82,0.96,0,0.14,0.27,0.55
