stage,Endothelial,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,1,4,0,0
72hpf,0.28,0.28,0,0,0.85,0.28,0.28
21Day,0,1.11,0.37,0,1.48,0,2.22
