stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0.85,0,0,0,7.61,0,0.28,0.56
21Day,1.11,0.37,0.37,0.37,4.44,0,0,0.74
3Month,1.35,0,0.1,0.21,0.1,0,0,0.1
22Month,1.5,0,0,0.27,0,0.14,0,0
