stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,3,0
72hpf,0.56,0,0,2.25,0
21Day,0.37,0,1.48,0.37,0.37
3Month,0,0.1,0.1,0,0
