stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,2,0,0,1
72hpf,1.97,0,0,0,0.85,0,0,1.69
21Day,1.48,0.37,0,0,0,0,0,1.48
3Month,4.78,14.56,2.08,0.31,0,0,0.21,3.12
22Month,9.43,0.68,1.5,0.27,0.27,0.14,0.14,0.27
