stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,2,0,0
72hpf,1.13,0,0,0.28,0,9.86,0.56,0.56
21Day,0,0.37,0,0,0,6.29,0,0.74
3Month,0.62,0,1.35,0.42,0,0.21,0,0
22Month,1.5,0,0,0.14,0.14,0,0.14,0.14
