stage,Epithelial,Germ,Immune,Muscle,Stromal
72hpf,1.13,0,0,0,0.28
21Day,3.33,0,0,0.37,0
3Month,0.73,0.1,0.1,0,0
22Month,0.55,0,0,0,0
