stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,3,0,0,0,0,2,0,0
72hpf,0,0,0,0,0,0,0.85,0,0
21Day,0,0,0,0.37,0,0,0,0,0.74
3Month,0.1,2.29,0.21,6.76,0.73,0,0,0.1,0.42
22Month,0,3.69,0.27,0.41,0.27,0.14,0.14,0.14,0
