stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,9,0,0,0,0,2,0,0,1
72hpf,33.82,0,0,0,0,4.79,0,0.85,0.85
21Day,32.56,0.37,0,0,0.37,1.11,0,1.48,1.11
3Month,13.21,0,7.7,0.52,0.1,0.1,0,0.1,0
22Month,1.5,0,0.96,0,0,0,0.14,0.41,0.14
