stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,2,0
72hpf,1.41,0.28,0,0,0.28,19.17,0.28
21Day,1.48,0.37,0,0,0,6.29,0
3Month,0.52,0,0.42,0.21,0,0,0.21
22Month,0.82,0,0,0,0,0,0
