stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,1,0,0
72hpf,0,0.85,0,0,0,0,5.07,0,2.82
21Day,0,0.37,0.74,0,0,0.37,0.74,0.37,7.03
3Month,0,0,0,0.52,0.1,0,0,0,0.1
22Month,0,0.14,0,0,0.14,0,0,0,0
