stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,15,0,2
72hpf,0.28,0,0,0,0,2.54,0,0.28
21Day,0,0,0,0.37,0,0,0,0.37
3Month,0,0.83,1.04,2.7,0.1,0,0.1,0.31
22Month,0,0.82,1.37,1.23,0,0,0,0
