stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,0,1,62,0,0,5
72hpf,1.13,3.38,1.41,0,3.1,186.58,0.28,0.28,12.12
21Day,0.37,5.92,0.37,0.74,5.55,78.81,0,1.48,14.43
3Month,0,0.1,0,0,0,0,0,0,0.1
22Month,0,0.82,0.27,0.27,0,0.27,0.14,0.27,0.41
