stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.85,0.28,0,8.74,0,0,0.28
21Day,0,1.11,0,0.37,3.7,0,0.37,0.37
3Month,0.31,0.52,0.1,0,0.21,0,0.31,0.1
22Month,0,2.19,0.14,0,0,0.14,0,0
