stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,2,0,7,2
72hpf,0.56,0,0.56,0,1.97,0
21Day,0,0,0.37,0,1.11,0.37
3Month,0.73,0.21,1.35,0,0,0.21
22Month,0.55,0.14,2.46,0.14,0.27,0
