stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0
72hpf,0.56,0.56,0,0,0.85,62.01,0,0.56
21Day,1.48,0.37,0,0.74,0.37,22.57,0.37,0.74
3Month,1.04,0,0.83,0.21,0,0.83,0,0.1
22Month,1.23,0,0,0.27,0,0.27,0,0.27
