stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,0,6,0,1
72hpf,0,0.56,0.28,0,0,0,4.79,0.28,0.85
21Day,0.37,3.7,0.37,0,1.11,0.74,4.44,0,4.07
3Month,0.1,0.73,0,0.21,0.31,0.1,0,0,0.21
22Month,0.27,2.32,0,0.14,0.41,0,0.14,0,0
