stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,20.57,0.28,0,0,5.64,0.28,0.28
21Day,24.42,1.48,0.37,0.74,8.88,0.74,2.96
