stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,0,0
72hpf,0,0,0,0,0.28,0,0
21Day,0,1.48,0,0,0,0,0
3Month,0,4.78,0.31,0.1,0,0,0.31
22Month,0.14,1.91,0,0.14,0,0.14,0.14
