stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,1,0,0,0,0,1,0,0
72hpf,0,0.28,0,0,0,1.41,5.64,0,0
21Day,0,0.74,0.37,0,17.02,3.7,12.95,0,0.37
3Month,0,1.77,0.1,2.81,5.51,0,0.21,0,0.1
22Month,0.14,0.96,0,0.14,2.32,0,0.14,0.27,0.14
