stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,0,1
72hpf,0.28,0,0,0.28
21Day,1.85,0,0,0.37
3Month,0.42,0.1,0.1,0.1
22Month,0.41,0,0.27,0
