stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,0,1,44,0,8
72hpf,0.28,3.38,0,0,1.69,7.05,103.16,0,2.54
21Day,0.37,0,0.37,0.74,0.74,2.22,8.51,0,0.37
3Month,0,0.21,0,1.66,0.21,0.1,0,0.1,0
22Month,0,0.68,0,0.41,0.55,0,0,0.14,0.14
