stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,0,0,0,0,3,0,0
72hpf,0,0,0,0.28,0.28,0,0,0
21Day,0,0,0,0.74,0,0,0,0
3Month,0,0.21,0.31,0.62,0,0,0,0.1
22Month,0.27,1.64,0.14,1.09,0.14,0,0.27,0.27
