stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0.28,0,0,0.56,0.28
21Day,0,0,0,2.59,1.48
3Month,1.35,12.07,0.1,0.31,0
