stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,5,0,1
72hpf,0,0,0,0,1.13,0,0.85
3Month,0.1,2.6,34.33,0.52,0.1,0.21,0
22Month,0,0,1.64,0,0,0,0
