stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0.85,0,0,0.28
21Day,0,0,0,0.37,0,0,0
3Month,0.1,2.08,0.1,0.1,0,0,0
22Month,0.41,0.55,0.14,0,0.14,0.14,0
